first_name,last_name,amount,payment_date
Mike,Hillyer,3.99,"2005-08-20 20:59:15"
Mike,Hillyer,0.99,"2005-08-22 11:41:35"
Jon,Stephens,4.99,"2005-08-23 13:22:56"
Jon,Stephens,3.99,"2005-08-01 18:26:31"
Jon,Stephens,2.99,"2005-08-01 22:23:37"
Mike,Hillyer,2.99,"2005-08-17 07:32:51"
Mike,Hillyer,0.99,"2005-08-18 13:42:14"
Jon,Stephens,4.99,"2005-08-20 14:25:18"
Jon,Stephens,5.99,"2005-08-21 14:26:28"
Jon,Stephens,2.99,"2005-08-23 14:23:03"
Jon,Stephens,2.99,"2005-08-23 20:27:34"
Jon,Stephens,5.99,"2005-08-01 07:13:39"
Mike,Hillyer,7.99,"2005-08-02 13:54:26"
Jon,Stephens,0.99,"2005-08-17 14:58:51"
Mike,Hillyer,6.99,"2005-08-18 22:11:37"
Mike,Hillyer,0.99,"2005-08-19 10:27:25"
Mike,Hillyer,4.99,"2005-08-19 22:48:48"
Jon,Stephens,2.99,"2005-08-20 16:05:11"
Jon,Stephens,4.99,"2005-08-21 02:56:52"
Mike,Hillyer,0.99,"2005-08-22 03:23:24"
Mike,Hillyer,4.99,"2005-08-22 21:41:41"
Jon,Stephens,11.99,"2005-08-22 23:48:56"
Mike,Hillyer,2.99,"2005-08-20 17:20:49"
Mike,Hillyer,0.99,"2005-08-21 08:36:03"
Jon,Stephens,4.99,"2005-08-21 10:16:27"
Mike,Hillyer,2.99,"2005-08-21 12:00:21"
Jon,Stephens,6.99,"2005-08-21 13:54:15"
Jon,Stephens,0.99,"2005-08-22 23:54:14"
Jon,Stephens,3.99,"2005-08-02 02:38:07"
Mike,Hillyer,2.99,"2005-08-02 05:35:03"
Jon,Stephens,2.99,"2005-08-17 04:31:49"
Mike,Hillyer,4.99,"2005-08-19 12:04:16"
Jon,Stephens,2.99,"2005-08-19 16:13:32"
Jon,Stephens,10.99,"2005-08-19 17:26:55"
Jon,Stephens,9.99,"2005-08-20 03:58:51"
Jon,Stephens,0.99,"2005-08-20 09:16:15"
Jon,Stephens,0.99,"2005-08-21 20:46:47"
Jon,Stephens,7.99,"2005-08-23 09:42:21"
Mike,Hillyer,4.99,"2005-08-23 10:36:00"
Jon,Stephens,3.99,"2005-08-01 01:56:20"
Jon,Stephens,0.99,"2005-08-01 04:08:11"
